context,love,like,hate,date,help,dist_General Distortion,dist_No Distortion,dist_Labeling,dist_Magnification,dist_Fortune-telling,dist_Personalization,dist_Mind Reading,dist_Mental filter,dist_Emotional Reasoning,dist_Overgeneralization,dist_All-or-nothing thinking,dist_Should statements
I love him so much and I want to work past this,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
so I believe Stress from a new job along with skipping meds for 2 weeks because he didn’t have the money has triggered The high signs are there and I recently on Friday caught him with another woman I left without saying a word However I did leave a note letting him know how hurt I was His response was just to delete him from my life I returned the following day while he was at work and gathered all my things and left I have not spoken to him since I am a very supportive s/o we have had our true ups & downs but never infidelity Now my question is how do I approach him and when?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
so I believe Stress from a new job along with skipping meds for 2 weeks because he didn’t have the money has triggered The high signs are there and I recently on Friday caught him with another woman I left without saying a word However I did leave a note letting him know how hurt I was His response was just to delete him from my life I returned the following day while he was at work and gathered all my things and left I have not spoken to him since I am a very supportive s/o we have had our true ups & downs but never infidelity Now my question is how do I approach him and when?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
But i also need him to know that it wasn’t acceptable I’m just trying to figure out if I should wait for him to reach out to me or should I let him know that I still love him and need to talk At this point I’m not sure if he even wants to talk to me or be with me at all,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From a 12 year old girl in Lithuania: I can’t tell if my mom is abusing me or if I’m just overreacting My mom is a normal mom but whenever she gets mad she cusses hits or ignores me She calls me bitch a piece of sh-t an idiot and more However when she’s on Instagram or in front of other people she acts as if she never calls me names or stuff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
and she said she wasn’t crazy and just writing a story (which I didn’t believe),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I’ve been professionally diagnosed with depression and briefly received counseling though my grandmother cancelled my treatment and refuses to continue it My father cannot convince her to change her mind and my mother is out of the picture My father supports me though won’t take any action of his own because he doesn’t believe depression is real My grandmother refuses to attempt an understanding of depression and I have nowhere to turn I’ve asked many times over the course of over entire year for her to allow me help again ever since she has cancelled my counseling but all my efforts have proven pointless My condition is worsening and I’m experiencing passive suicidal thoughts and though I’ve told my family about this they have purposely done nothing to help me or to get me help My grandma forces me to literally pretend I’m not depressed and my father won’t acknowledge me when I mention my depression Essentially my family is denying me help and I have nowhere to turn I haven’t slept for more than a few hours every night night in maybe weeks I have sleep paralysis and terrifying nightmares relating to my depression and I battle the urge to self-harm every time I’m alone and whenever my thoughts begin to take over I’m scared that I’ll soon turn to suicide and I have nowhere and no one to turn to for help Please tell me what I should do,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
we have other female friends too but to my observation he does not behave the way he is with them He admitted that he like her more than he like our other friends he enjoyed picking her up from home to go to work it was his idea to carpool He loves inviting them for family barbeque,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
we have other female friends too but to my observation he does not behave the way he is with them He admitted that he like her more than he like our other friends he enjoyed picking her up from home to go to work it was his idea to carpool He loves inviting them for family barbeque,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From the US: My PTSD has been difficult to treat and I have often wondered if it is a matter of “belief” I understand that trust may be an issue there but I do trust my therapist and very much respect him,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
And once the scenarios / talking begins I become occupied by it and it comes first on my list at that time I’ll even put it before my daily chores I’ve tried researching this and haven’t had any luck I hope you can help Thanks!,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
I have been married for 2 1/2 years I love my husband very much however I don’t like having sex with him I like sex and think about it all the time When my husband and I are apart I fantasize about things we can try but as soon as he comes around I don’t want to anymore When he tries to touch me I push his hands away,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have been married for 2 1/2 years I love my husband very much however I don’t like having sex with him I like sex and think about it all the time When my husband and I are apart I fantasize about things we can try but as soon as he comes around I don’t want to anymore When he tries to touch me I push his hands away,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have been married for 2 1/2 years I love my husband very much however I don’t like having sex with him I like sex and think about it all the time When my husband and I are apart I fantasize about things we can try but as soon as he comes around I don’t want to anymore When he tries to touch me I push his hands away,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My girlfriend has revealed she is very kinky in the bedroom She likes to be dominated pushed around and “forced” and has explicitly asked me to “bully” her generally as thats a turn on She is apparently into everything regarding 50 shades of grey and enjoys being choked slapped etc The thing that i dont understand is why shes asking me to be a bully to her I am a nice person,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
but I have some other symptoms that my doctor said that I have also bipolar disorder and he told me in advanced level of master studies OCD is related to bipolar disorder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My father sexually abused me from an early age to the age of 9 when I was placed into foster care where I resided for 10 years My mother was callous and distant I have 3 brothers and she beat all of us,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My father sexually abused me from an early age to the age of 9 when I was placed into foster care where I resided for 10 years My mother was callous and distant I have 3 brothers and she beat all of us,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My father sexually abused me from an early age to the age of 9 when I was placed into foster care where I resided for 10 years My mother was callous and distant I have 3 brothers and she beat all of us,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Sister got divorced about 2 years ago from a very angry man who she was married to for about 40 years She lived in fear for a couple of years She has since the divorced been to a few doctors about this bug thing and feels that no one believes her She did have a mold problem in the place she moved to I am totally confused as to how to deal with this She has now added sleep walking to it and is doing things while sleep walking She even let herself out of the house recently What do I do?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From the US: I have finally come to terms that no matter how much I want to pretend it was a dream or that I made it up in my head or that he some other non-sexual reason for doing it my father sexually abused me as a child I have the emotional tools to deal with this He is older and is beginning to show signs of dementia As difficult as this is I once again have the emotional tools necessary to deal with this,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From the US: I have finally come to terms that no matter how much I want to pretend it was a dream or that I made it up in my head or that he some other non-sexual reason for doing it my father sexually abused me as a child I have the emotional tools to deal with this He is older and is beginning to show signs of dementia As difficult as this is I once again have the emotional tools necessary to deal with this,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From the US: I have finally come to terms that no matter how much I want to pretend it was a dream or that I made it up in my head or that he some other non-sexual reason for doing it my father sexually abused me as a child I have the emotional tools to deal with this He is older and is beginning to show signs of dementia As difficult as this is I once again have the emotional tools necessary to deal with this,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From the US: I have finally come to terms that no matter how much I want to pretend it was a dream or that I made it up in my head or that he some other non-sexual reason for doing it my father sexually abused me as a child I have the emotional tools to deal with this He is older and is beginning to show signs of dementia As difficult as this is I once again have the emotional tools necessary to deal with this,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
but I just don’t get turned on by man I love women inside and out from head to toe,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From a 16 year old girl in the US: My step dad told me he liked me then he said he only felt that way because i am his first “daddy’s girl”,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
He said he liked me as in I want to kiss you your ass is nice you are cute you have nice legs and you know you are sexy right?,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My wife and I have been married for 2 years It is the second marriage for both of us,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My wife and I have been married for 2 years It is the second marriage for both of us,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It all comes across passive aggressively we’ll be working and he complains that no one helps him clean so we start cleaning and he complains that no one is doing their job If we tell him we’re running a few minutes late he punishes us by saying we can’t come to work at all that day and then will complain the next day about how no one wants to come into work,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
He told me and I told him that if he got it them we would not be on good terms The seller raised the price so he told me that he was not getting it We found that he is not divorced I asked him how did this happen and he told me that she sent him fake papers so he thought everything was taken care of,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Plus she told him that she was remarried Now He has been telling me that he does not trust me with money I have not made a big purchase or anything I have told him that money is tight for me but I am in a profession where you get paid a lot One day he asked me if my dad could do a certified check (he is a banker),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Plus she told him that she was remarried Now He has been telling me that he does not trust me with money I have not made a big purchase or anything I have told him that money is tight for me but I am in a profession where you get paid a lot One day he asked me if my dad could do a certified check (he is a banker),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have been feeling unhappy for about two years now but i have only just opened up to my mum about how i feel The school have recommended i go seek help however my mum seems to be avoiding the subject of my mental health is there any way i could do something myself?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From a teenaged young man in the US: So my dad and I have had a troubling relationship about when I found out he cheated on my mom He abused me physically and mentally for about 7 years Finally I had reached the last straw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From a teenaged young man in the US: So my dad and I have had a troubling relationship about when I found out he cheated on my mom He abused me physically and mentally for about 7 years Finally I had reached the last straw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
but I believe I was more stressed or depressed than I understood at the time This was my first time moving away from SF my family and friends (I even went to collage in SF),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From a 50 year old woman in the US: Mother sexually abused by her father had schizophrenia or 2-3 other personalities and was abused by her aunt as a teen not sexually but sounds like all other ways My dad abused me in every way I can remember except sexually but often wonder about it as I wet the bed until 8 years old and remember almost nothing before the start of kindergarten and now at 50 yrs old some personality disorder (BPD/DID) just came outta nowhere with 5 personalities so far,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From a 50 year old woman in the US: Mother sexually abused by her father had schizophrenia or 2-3 other personalities and was abused by her aunt as a teen not sexually but sounds like all other ways My dad abused me in every way I can remember except sexually but often wonder about it as I wet the bed until 8 years old and remember almost nothing before the start of kindergarten and now at 50 yrs old some personality disorder (BPD/DID) just came outta nowhere with 5 personalities so far,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Several weeks ago my wife said that I was sexually insatiable that at my age most males are not as sexually active as me We have been married for over 18 years and our sex lives are in my opinion quite good and healthy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
She claims that I need to talk with some guys my own age and find out how often they have sex I contend that I don’t really care about other guys sex lives and that I focus on my own Secondly because I work with some very attractive women both young and mature that continues to wet my appetite and that I need help in the sex department I also mention to her that when I have a great sexual partner that’s enough for me She doesn’t care for anal sex and is not overly thrilled with oral Receiving she likes but giving please see anal sex comment Much of our sex is in the bed and at night When I suggest something new it is not met with approval,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
She claims that I need to talk with some guys my own age and find out how often they have sex I contend that I don’t really care about other guys sex lives and that I focus on my own Secondly because I work with some very attractive women both young and mature that continues to wet my appetite and that I need help in the sex department I also mention to her that when I have a great sexual partner that’s enough for me She doesn’t care for anal sex and is not overly thrilled with oral Receiving she likes but giving please see anal sex comment Much of our sex is in the bed and at night When I suggest something new it is not met with approval,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
When I was 4 years old I was diagnosed with ODD and a high functioning autism also known as Aspergers And later I was 5-6 I was diagnosed with ADHD Growing up I didn’t have very many friends and the ones I did have emotionally abused me in the relationship from 3rd grade all the way up to 6th grade,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
When I was 4 years old I was diagnosed with ODD and a high functioning autism also known as Aspergers And later I was 5-6 I was diagnosed with ADHD Growing up I didn’t have very many friends and the ones I did have emotionally abused me in the relationship from 3rd grade all the way up to 6th grade,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Well we dated several months and fell in love His half-sister seemed to be very upset that he was dating someone and refused to meet me for several months,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
She rationalizes that it is perfectly normal for siblings to hate each other,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My husband’s issues have really begun taking its toll on our family We’ve been married for thirteen years and from the beginning I knew of his temper but figured since I had suffered from depression (due to childhood sex abuse) in the past perhaps we both could assist each other in dealing with our mental health,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
and I have been married for 5 years together for 7 We just welcomed a baby in March Things were always so great – with the minor ups and downs of every relationship but nothing serious After the baby I had a little PPD I was dealing with it on my own and working through it and was feeling better and confident as a mom by 2 months Things were good I didn’t want to go back to work my husband and both wanted me to find another job as I travel quite a bit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
and I have been married for 5 years together for 7 We just welcomed a baby in March Things were always so great – with the minor ups and downs of every relationship but nothing serious After the baby I had a little PPD I was dealing with it on my own and working through it and was feeling better and confident as a mom by 2 months Things were good I didn’t want to go back to work my husband and both wanted me to find another job as I travel quite a bit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I didn’t like going to clubs or getting drunk but most of the people I knew did I never criticized anyone it just wasn’t for me I’m 24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I didn’t like going to clubs or getting drunk but most of the people I knew did I never criticized anyone it just wasn’t for me I’m 24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Since everyone says I have to make an effort I don’t know if I have to change who I am so people can like me and not make fun of me I wouldn’t like to the ‘friend’ wouldn’t accept me as I am that isn’t a friendship to me (From Venezuela),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Since everyone says I have to make an effort I don’t know if I have to change who I am so people can like me and not make fun of me I wouldn’t like to the ‘friend’ wouldn’t accept me as I am that isn’t a friendship to me (From Venezuela),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
but i played the victim so I didn’t get punished I like to break friendships up and make my friends hate each other I like to wreck other people’s groups I like to twist people’s words to make them feel bad and apologize/’comfort’ me I only want to become a surgeon when i graduate because i want to operate on people not because i want to help them and my mother always say that of me but even though that is not my goal they are still helped in the end,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
but i played the victim so I didn’t get punished I like to break friendships up and make my friends hate each other I like to wreck other people’s groups I like to twist people’s words to make them feel bad and apologize/’comfort’ me I only want to become a surgeon when i graduate because i want to operate on people not because i want to help them and my mother always say that of me but even though that is not my goal they are still helped in the end,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
I have gone through the symptoms of Paranoid Personality disorder and my wife seems to be suffering from the same since last 13 years she is 39 years old and is a house wife now earlier she was working as a teacher she is a mother of 3 kids My questions is that how should family members behave with a patient of paranoid personality disorder and how can we save our children from being a victim of the same disease what are the chances of getting them affected My wife doesn’t trust anyone in my family and fights with everyone she says that she is not suffering from any disease and thinks that i want to divorce her on this ground,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From the US: I have an adult son 35 yrs old Kind caring good person Good job supports himself lives alone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I dated this man last year for about 8 months I wasn’t ready for a committed relationship at the time Dated him more out of boredom,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
I dated this man last year for about 8 months I wasn’t ready for a committed relationship at the time Dated him more out of boredom,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The problem is his mother has made it very clear she does not like me (she told me) and that she is not happy about this I had a miscarriage 6 months ago when I was 3 months along When she found out I was pregnant with that child she asked me why I didn’t get an abortion When I miscarried she acted like nothing happened and was happy She then told me how her son would not be having children for a long time When she found out we were pregnant again she told me she didn’t like me,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The problem is his mother has made it very clear she does not like me (she told me) and that she is not happy about this I had a miscarriage 6 months ago when I was 3 months along When she found out I was pregnant with that child she asked me why I didn’t get an abortion When I miscarried she acted like nothing happened and was happy She then told me how her son would not be having children for a long time When she found out we were pregnant again she told me she didn’t like me,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 I am a mother of three children under six I am not happy with the way I behave or treat my children I get angry very quickly with them I shout all the time and I verbally abuse them by saying horrible things to them and by going overboard with them,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This is all new to me as I was not brought up this way at all and am having trouble not being judgmental What can I do to learn to accept his past and know that it will always be a part of our lives because I do love him and want to be with him (From the USA),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My niece accused me of molesting her as a child 10 years ago In the beginning she changed her story 4 different times 3 of which didn’t directly include me She has had problems with her parents teachers others and marriage to an unstable criminal (along with their 2 daughters they live with her parents),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Her parents have been believing her about the molestation sharing it with my ex-wife and her family (She and her three children are survivalist from a third world country = fooled me lies cheats steals immoral),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Her parents have been believing her about the molestation sharing it with my ex-wife and her family (She and her three children are survivalist from a third world country = fooled me lies cheats steals immoral),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So they have joined in out of spite When married we had one son who is now married and has his own son My son knows me and knows I would never do anything like molestation As I raised him with respect responsibility and to be a mature man  They are trying to convince my son that he was probably molested by me and that he has blocked it out  Also some of the family has disturbed my daughter-in-laws thinking and she won’t let me hold my 9 month old grandson Which Hurts !!!  ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So they have joined in out of spite When married we had one son who is now married and has his own son My son knows me and knows I would never do anything like molestation As I raised him with respect responsibility and to be a mature man  They are trying to convince my son that he was probably molested by me and that he has blocked it out  Also some of the family has disturbed my daughter-in-laws thinking and she won’t let me hold my 9 month old grandson Which Hurts !!!  ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My niece keeps calling my son and he is polite and then hangs up  My brother keeps involving our elderly parents (86 yrs old) which causes them extreme anxiety Early on I told my brother I would “falsely” admit to the molestation if it would help my niece,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
but I knew it wouldn’t help in the long run My brother wants nothing to do with me though he loves me in some way  Bottom line I don’t know how to handle all of this,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
but I knew it wouldn’t help in the long run My brother wants nothing to do with me though he loves me in some way  Bottom line I don’t know how to handle all of this,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
but I knew it wouldn’t help in the long run My brother wants nothing to do with me though he loves me in some way  Bottom line I don’t know how to handle all of this,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
but I knew it wouldn’t help in the long run My brother wants nothing to do with me though he loves me in some way  Bottom line I don’t know how to handle all of this,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
She said she couldn’t trust anyone else,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don’t know why but I have the urge to hurt or kill certain things I was at a friend’s house this weekend and I was playing with their cat I felt the sudden need to hurt the cat I don’t know why I love cats and would never want to hurt one but my mind just kept telling me to harm it I never did hurt the cat I stopped playing with it because of this Also when someone gets me annoyed or mad I want to harm them even though there’s really no reason to I have never hurt or killed anything in my life but this feeling has been going on for a while now I don’t know why this is happening please help!,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have been unhappily married for 11 years I basically married the wrong person We have 2 boys I thought my husband represented all I wanted from life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have been unhappily married for 11 years I basically married the wrong person We have 2 boys I thought my husband represented all I wanted from life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In January 2009 my ex boyfriend of nine months broke up with me when i didn’t expect it we had an interesting relationship it started out mostly physical then developed into something more but he was always difficult to open up which he blamed on his depression I fell very hard for him,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In January 2009 my ex boyfriend of nine months broke up with me when i didn’t expect it we had an interesting relationship it started out mostly physical then developed into something more but he was always difficult to open up which he blamed on his depression I fell very hard for him,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
and he said ‘he didnt know” which means he didn’t love me,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Telling everyone he is abusing her Went to church and started crying saying she can’t believe he is there,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
so I suggested that I go back and work where I used to live for the summer My friend lives there who I am extremely close with and our families have known each other for over three years now My family and I trust them I would be able to stay at there place and work there for the summer and also see my parents whenever they want because they visit frequently anyways,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
so I suggested that I go back and work where I used to live for the summer My friend lives there who I am extremely close with and our families have known each other for over three years now My family and I trust them I would be able to stay at there place and work there for the summer and also see my parents whenever they want because they visit frequently anyways,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have been married for 10 years to a functional alcoholic We have two younger kids For the last 7 years I have been having an emotional affair with an ex This man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have been married for 10 years to a functional alcoholic We have two younger kids For the last 7 years I have been having an emotional affair with an ex This man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
and I have always had a connection that never really went away He is also married with a young child He means the world to me With him I feel so authentic so safe and most of all accepted I loved him so much and was heartbroken when we broke up so many years ago I am torn between being drawn into this man and trying to remain committed to the marriage I am in I try to convince myself that this isn’t a real connection I remind myself that it is ridiculous to think that this person is any better than my current husband or any other man so why would I ruin an OK marriage for a jumble of inflated feelings that likely aren’t real except I am terrified that I am wrong There has never been a person in my life that i have felt the same way I have with this other man it’s the same now as it was almost 18 years ago The feelings are actually to me deeper and more mature than back when I was 19 I need a professional to help remind me that this situation is crazy and a complete fantasy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
From the US: I was sexually abused and raped from the ages of 4-8 diagnosed with PTSD as a child but for various reasons didn’t start seeking treatment until I was an adult (23 now 25),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I want to ask out the girl I like We know each other for 10 years now We are aquaintances not friends I developed crush on herI think she also likes me ( I’m pretty sure),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I grew up in an extremely abusive home My mother used to watch me get beat she too was beaten and there was never anyone that could help me At age 9 I snapped and decided to kill my stepfather but on that day my mother’s parents came took me to live with them They showed me love and cared for me but I have always felt like something was missing from my life I have sought to fill that void through relationships but all have failed except the one I am currently in I have had a spouse that got hooked on drugs commit suicide then got remarried years later only to be cheated on and now I can’t stop being suspicious of my current spouse,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
I grew up in an extremely abusive home My mother used to watch me get beat she too was beaten and there was never anyone that could help me At age 9 I snapped and decided to kill my stepfather but on that day my mother’s parents came took me to live with them They showed me love and cared for me but I have always felt like something was missing from my life I have sought to fill that void through relationships but all have failed except the one I am currently in I have had a spouse that got hooked on drugs commit suicide then got remarried years later only to be cheated on and now I can’t stop being suspicious of my current spouse,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
He is constantly wanting sex and some nights I am so tired I just have no energy Why can’t he understand this and back off and respect this fact?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
He is constantly wanting sex and some nights I am so tired I just have no energy Why can’t he understand this and back off and respect this fact?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My boyfriend is taking both Zyprexa and Seroquel simultaneously to treat the symptoms of his disorder However he continues to drink alcohol while on these medications I have read up on both of them and both say not to consume alcohol while taking either nevermind both together… I understand that drinking while on these medications can emphasize the affects of the alcohol What I want to know is: What is the worst case scenario of his continued drinking while on these medications?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It appears that he has been diagnosed as such since he has prescriptions for several anti-psychotic medications However he does not personally believe that his is mentally ill What he DOES currently believe is that he is being stalked by people who are intent on tormenting him These people talk to him through the walls look in through the windows walk on the roof at night shine flashlights at him and know everything he does everywhere he goes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
but I feel it is wrong It makes me concerned that I’m diagnosed wrongly… but I’ve received lots of help and am doing better…though I have no idea if medications even help me,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
we were very happy together we were united like one big happy family my brother loved someone that girl was very possessive she did not like me and my bro,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
we were very happy together we were united like one big happy family my brother loved someone that girl was very possessive she did not like me and my bro,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
we were very happy together we were united like one big happy family my brother loved someone that girl was very possessive she did not like me and my bro,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
and she stopped talking to me when they got married its been three years now even my two little sisters supported me,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It’s been a label that’s been stamped on my personality It’s something I know I have but never been clear exactly on what it is When I was younger certain traits and tendencies were more evident as a child Which raises the question: Have these evolved into other “aspie” traits and behaviours I’m not consciously aware of?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Let me tell you all of them In high school and college I was a virgin I would like to have had sex with the person I married I express my views and it was well known However some people spreaded a rumor that I was gay I never could understand that rumor because I like women I just did want to sleep with them because I wanted a degree and job I knew that could side track me too much,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Let me tell you all of them In high school and college I was a virgin I would like to have had sex with the person I married I express my views and it was well known However some people spreaded a rumor that I was gay I never could understand that rumor because I like women I just did want to sleep with them because I wanted a degree and job I knew that could side track me too much,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I am dating a man from another country we are “engaged” we have known each other for a few months now He asked me to marry him on the 8th of Jan09 I have been married before and so has he He is now divorced I am just starting my divorce proceedings after being estranged for about 2yrs from my ex and it should be final soon,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
but he didn’t really love me Now Im with my new beau,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
and I like him very much but in the beginning when we were just friendshe was saying that he needed to marry someone to stay in the country,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My relationship with my girlfriend of 3 years wasn’t going well and work was highly stressful I went into work that morning and got into a verbal altercation with a co-worker who never liked me That was it I was fed up with the world I couldn’t take it anymore,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I am a 40 student at a very good college and honestly I know in my heart that my life has not been horrible When I was a toddler my father says he physically abused me and when I was three my parents divorced My mother went through a slew of husbands most of them nice people one man not so much he was abusive to my mother did drugs and killed my dog in front of me but apart from hearing the fighting and being scared it wasn’t as bad as it could have been This man and my mother had a child when I was 12 and from that time on I mostly took care of her while my mom was gone working for days away and eventually I was decided to home school so that I would be home to care for her while my mom would leave for almost full weeks at a time,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 I’ve been dating the same guy for two years since we were 16 We decided to break up for a bit because we were both going through a lot and we wanted to be able to focus more on school etc We still act like we are a couple and tell each other we love each other but we don’t date other people We have become so incredibly close I can say anything to him – and I would do anything for him I have so much love for him,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
 I’ve been dating the same guy for two years since we were 16 We decided to break up for a bit because we were both going through a lot and we wanted to be able to focus more on school etc We still act like we are a couple and tell each other we love each other but we don’t date other people We have become so incredibly close I can say anything to him – and I would do anything for him I have so much love for him,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 I’ve been dating the same guy for two years since we were 16 We decided to break up for a bit because we were both going through a lot and we wanted to be able to focus more on school etc We still act like we are a couple and tell each other we love each other but we don’t date other people We have become so incredibly close I can say anything to him – and I would do anything for him I have so much love for him,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
