id,text_id,context,subject,relation,object,negated,dominant_distortion,secondary_distortion,relation_text,relation_cluster,relation_cluster_label,Dominant Distortion,Secondary Distortion (Optional)
734,1886,One thing I know is that he thinks he is famous and is very delusional I’m scared to death he is going to break into my daughter’s home and attack her I’m even afraid for her to get a restraining order lest that send him over the edge Please please help us know what to do next Other than being delusional he is unable to hold a job and doesn’t have any friends He constantly tells everyone how superior he is and few people will befriend him,people,befriend,him,False,No Distortion,,befriend,3,Interpersonal Beliefs / Roles,No Distortion,
735,1888,My husband of 18 years left a year ago with no warning He had demonstrated some strange behaviour during this time but he is very secretive and deceitful and can hide things very well Within a week of leaving his family of five children he lost his job Prior to this he had been very successful in work The past five years however he has changed jobs many times although I don’t think I have been told the real reason He now doesn’t see his children at all — one of these is a tiny baby and was less than three months when he left Before this he was a loving father Since leaving he has not paid any financial support for his children although he is adamant that he has He tells so many lies it is difficult to keep track I believe that he believes his lies as he is so convincing He tells lies that serve no purpose and are easily proven to be lies yet he seems convinced they are true He is also completely paranoid and accuses people of being out to get him He comes from a family with an alcoholic father which has never been acknowledged My problem is that because we have split up I have no influence over him at all His family won’t acknowledge that there is a problem even though his behavior is completely out of character I risk looking like a bitter ex wife even though I am extremely worried about him and I know something has happened to trigger this behavior He has gone from being a well respected father and family man to not seeing any of his children or his old friends He has tattooed himself which he would never have done and he has run up huge debts I am worried he will end up arrested He has had violent out bursts but only towards me as far as I know Does it sound like he has a mental health problem?,he,believe,lies,False,No Distortion,,believe,1,Supportive Actions,No Distortion,
736,1891,I love my elder sister very much and have not met her since a long time I keep missing her too much The situation has been so intense these days that I have started seeing her in one of my colleagues I always feel like talking to her making her smile making her feel happy I become very worried about her whenever she is not around I always tend to disturb her tease her and annoy her… just to be around her (taking my opportunities to be able to talk to her),I,love,sister,False,No Distortion,,love,1,Supportive Actions,No Distortion,
737,1891,I keep thinking of her all the time… even when we are not in office even when I will be somewhere else doing something else with some other people She is all over my mind With all of this I am not able to concentrate on my work anymore I am becoming less efficient day by day It’s like… the thought has engrossed my mind and it cannot think of anything else I don’t understand what should be done to overcome this Should I go and tell my condition to her (like the way I see her the way I care for her)?,I,care,her,False,No Distortion,,care,0,Negative Affect / Conflict Emotion,No Distortion,
738,1892,and she blames me and my father for excluding her for so long she has to stay on her phone) To finish I told her to hurry up because I didn’t have that much time given I had spent the past 3 hours with her,she,blame,me,False,No Distortion,,blame,1,Supportive Actions,No Distortion,
739,1892,and she blames me and my father for excluding her for so long she has to stay on her phone) To finish I told her to hurry up because I didn’t have that much time given I had spent the past 3 hours with her,she,blame,father,False,No Distortion,,blame,1,Supportive Actions,No Distortion,
740,1893,I have been married just under a year to my now partner of nearly 4 years It hasn’t been easy but it hasn’t all been terrible My partner a year younger than me of 26 has been struggling with addiction for the entire time I’ve known him He is mostly wonderful and highly functioning except he would get into moods and lose his job or other,I,marry,year,False,No Distortion,,marry,4,Social Attachment & Rejection,No Distortion,
741,1893,I have been married just under a year to my now partner of nearly 4 years It hasn’t been easy but it hasn’t all been terrible My partner a year younger than me of 26 has been struggling with addiction for the entire time I’ve known him He is mostly wonderful and highly functioning except he would get into moods and lose his job or other,I,marry,partner,False,No Distortion,,marry,4,Social Attachment & Rejection,No Distortion,
742,1894,From a young man in India: Hi I am married from last 4 years Before my marriage I was in very deep relationship with another girl We have tried to get married but because of the caste issues we couldn’t get married At that time only I have taken decision to get married in other relation as her family was not at all ready to do this thing,we,marry,time,False,No Distortion,,marry,4,Social Attachment & Rejection,No Distortion,
743,1895,but he is never home he works hard for me and the baby im scared to leave the house i can stay indoors for weeks at a time if i could i avoid people at all cost,i,avoid,people,False,No Distortion,,avoid,1,Supportive Actions,No Distortion,
744,1895,but he is never home he works hard for me and the baby im scared to leave the house i can stay indoors for weeks at a time if i could i avoid people at all cost,i,avoid,cost,False,No Distortion,,avoid,1,Supportive Actions,No Distortion,
745,1895,i begged her to tell me who had accused me of this i showed proof of my home situation that my child would be safe this was the first time i wanted to hurt someone she told me who it was,who,accuse,me,False,No Distortion,,accuse,3,Interpersonal Beliefs / Roles,No Distortion,
746,1895,i begged her to tell me who had accused me of this i showed proof of my home situation that my child would be safe this was the first time i wanted to hurt someone she told me who it was,who,accuse,this,False,No Distortion,,accuse,3,Interpersonal Beliefs / Roles,No Distortion,
747,1895,but i reject anything against the babythe baby take my mind away from the ugly yet as much as i work on my problems i cant seem to shake my ugly feelings i dont want to lose my baby,i,reject,anything,False,No Distortion,,reject,4,Social Attachment & Rejection,No Distortion,
748,1896,I have been dating my boyfriend for the past 7 months and I am head over heels for him He is about 14 years older than me and a college professor This is part of our dilemma He talks for a living,I,date,boyfriend,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
749,1896,I have been dating my boyfriend for the past 7 months and I am head over heels for him He is about 14 years older than me and a college professor This is part of our dilemma He talks for a living,I,date,months,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
750,1897,She is an aspirational vegetarian If I have meat and she has vegetarian she has spent the evening — while I am eating — asking how I could eat dead rotting flesh how do I feel having caused the death of  a living being just for my gratification etc The following week she will buy cook and eat chicken and say how tasty it is Sex This has now ceased Very often she has not only rejected me but says that I am disgusting for wanting sex “Don’t come near me Don’t you dare touch me”etc — almost hysterical A couple of days later she will start crying and ask why don’t I make love to her any more don’t I care for her?,she,reject,me,False,No Distortion,,reject,4,Social Attachment & Rejection,No Distortion,
751,1897,She is an aspirational vegetarian If I have meat and she has vegetarian she has spent the evening — while I am eating — asking how I could eat dead rotting flesh how do I feel having caused the death of  a living being just for my gratification etc The following week she will buy cook and eat chicken and say how tasty it is Sex This has now ceased Very often she has not only rejected me but says that I am disgusting for wanting sex “Don’t come near me Don’t you dare touch me”etc — almost hysterical A couple of days later she will start crying and ask why don’t I make love to her any more don’t I care for her?,I,care,her,False,No Distortion,,care,0,Negative Affect / Conflict Emotion,No Distortion,
752,1898,It was happening to her gradually She was okay till 2002 then she started to reproach her husband by saying that she is of the royal blood and so on Now she has a strong feeling of paranoia as she thinks that everybody (especially doctors) wants to kill her She also thinks that her husband doesn’t work and the government gives him money so he could support her and their children They always fight,he,support,her,False,No Distortion,,support,0,Negative Affect / Conflict Emotion,No Distortion,
753,1898,It was happening to her gradually She was okay till 2002 then she started to reproach her husband by saying that she is of the royal blood and so on Now she has a strong feeling of paranoia as she thinks that everybody (especially doctors) wants to kill her She also thinks that her husband doesn’t work and the government gives him money so he could support her and their children They always fight,he,support,children,False,No Distortion,,support,0,Negative Affect / Conflict Emotion,No Distortion,
754,1900,ok He went to see some friends and partied for 3 days he said he only drank When he came home he was hearing voices and uncontrollable we took him to a hosp and they admitted him and gave him some medication He went into outpatient therapy but that was not helping with his problems he needed one on one We went to a social worker,that,help,problems,False,No Distortion,,help,0,Negative Affect / Conflict Emotion,No Distortion,
755,1901,so I know I’m not imagining it I have read about Asperger’s and my father seems to display many of the symptoms He has no friends and never has he doesn’t like social situations such as party’s weddings Christmas or New Year,he,like,situations,False,No Distortion,,like,1,Supportive Actions,No Distortion,
756,1901,And when in social situations such as parties or family gatherings he seems vacant — aloof at times and can become very clumsy knocking things over He misses the punchline of jokes and often fails to understand conversations by saying things another person has already said or talking about something completely unrelated,He,miss,punchline,False,No Distortion,,miss,1,Supportive Actions,No Distortion,
757,1904,From the US: I am writing to you because the animosity between my family and my boyfriend has been taken to the next level and even involved the police My dad and brother have always disliked my boyfriend because they think he is disrespectful and irresponsible My mom loves him because she sees the sweetheart side of him and knows how happy he makes me,dad,dislike,boyfriend,False,No Distortion,,dislike,3,Interpersonal Beliefs / Roles,No Distortion,
758,1904,From the US: I am writing to you because the animosity between my family and my boyfriend has been taken to the next level and even involved the police My dad and brother have always disliked my boyfriend because they think he is disrespectful and irresponsible My mom loves him because she sees the sweetheart side of him and knows how happy he makes me,brother,dislike,boyfriend,False,No Distortion,,dislike,3,Interpersonal Beliefs / Roles,No Distortion,
759,1904,From the US: I am writing to you because the animosity between my family and my boyfriend has been taken to the next level and even involved the police My dad and brother have always disliked my boyfriend because they think he is disrespectful and irresponsible My mom loves him because she sees the sweetheart side of him and knows how happy he makes me,mom,love,him,False,No Distortion,,love,1,Supportive Actions,No Distortion,
760,1906,When I was in the seventh grade I always joked about depression I never knew how serious it could be My mother abandoned our family when I was little and got into drugs My dad has been a single parent almost all his life In 8th grade I started to realize that it was not a joke because I had it I stayed in my room I drew away from my family and sports and then one day I cut myself It was the only feeling I had experienced in quite a while,mother,abandon,family,False,No Distortion,,abandon,4,Social Attachment & Rejection,No Distortion,
761,1906,and all it’s done is made everything so much worse I want to go to the doctor and let him help me (age 15 from US),him,help,me,False,No Distortion,,help,0,Negative Affect / Conflict Emotion,No Distortion,
762,1907,I am suspicious that my boyfriend my have molested his younger sister when they were kids She recently made a comment to him in front of me stating “yeah if someone saw what you were doing to me when we were younger you’d probably kill them” (We were on the topic of being driven to murder) Now alone that doesn’t seem too bad but he has made prior comments he thinks are funny such as “get there before the hair” and “well if you tell them you’re 16 and they believe you then why not?”,they,believe,you,False,No Distortion,,believe,1,Supportive Actions,No Distortion,
763,1908,My husband’s uncle has great financial means however spends extremely little money on entertainment He showed up unannounced for years often at supper hour and whenever he liked After his girlfriend broke up with him his intrusions worsened We repeatedly asked him to call before he came but he would show up anyway and say “If you are busy I just go” If we say we are busy he argues Visits are often and prolonged Finally after waking us up one morning I firmly told him that he was asked to call and repeatedly violates our request His first response was “You don’t like me” I am also sick with Lupus and when this first big argument came I was caring for several children He didn’t come unannounced nor even when invited for about 6 months and then out of the blue he started again Then came the argument followed by absence then another 6 months all would start again This cycle has been going on for about 5 years now My husband and I explained why we needed him to call and he nodded his head as though he understood After these talks I made sure to invite him over so that he would know he would be able to visit His response is usually the same “I may come not sure what I am doing yet” That ends up tying up our night as we don’t know if he is coming or not If we invite others to play cards we may not be able to if he just shows up Hubby feels guilty telling him that we are not up for company It is badly straining our marriage as I can’t even rely on having a peaceful night Hubby is stressed because he doesn’t want him doing it either but would put up with it if I didn’t complain He also is extremely rude to us and other guests He says and does mean things when he perceives an injustice towards him Everything mean thing he does (which is often) seems to be calculated to send a message The last 7 out of 8 invites we gave he caused issues A pharmacist friend of mine told me to read “Controlling People” and I was shocked at how much scenarios in the book resembled this relative How can I help my husband not feel guilty about insisting his uncle respect boundaries?,You,like,me,False,No Distortion,,like,1,Supportive Actions,No Distortion,
764,1908,My husband’s uncle has great financial means however spends extremely little money on entertainment He showed up unannounced for years often at supper hour and whenever he liked After his girlfriend broke up with him his intrusions worsened We repeatedly asked him to call before he came but he would show up anyway and say “If you are busy I just go” If we say we are busy he argues Visits are often and prolonged Finally after waking us up one morning I firmly told him that he was asked to call and repeatedly violates our request His first response was “You don’t like me” I am also sick with Lupus and when this first big argument came I was caring for several children He didn’t come unannounced nor even when invited for about 6 months and then out of the blue he started again Then came the argument followed by absence then another 6 months all would start again This cycle has been going on for about 5 years now My husband and I explained why we needed him to call and he nodded his head as though he understood After these talks I made sure to invite him over so that he would know he would be able to visit His response is usually the same “I may come not sure what I am doing yet” That ends up tying up our night as we don’t know if he is coming or not If we invite others to play cards we may not be able to if he just shows up Hubby feels guilty telling him that we are not up for company It is badly straining our marriage as I can’t even rely on having a peaceful night Hubby is stressed because he doesn’t want him doing it either but would put up with it if I didn’t complain He also is extremely rude to us and other guests He says and does mean things when he perceives an injustice towards him Everything mean thing he does (which is often) seems to be calculated to send a message The last 7 out of 8 invites we gave he caused issues A pharmacist friend of mine told me to read “Controlling People” and I was shocked at how much scenarios in the book resembled this relative How can I help my husband not feel guilty about insisting his uncle respect boundaries?,I,care,children,False,No Distortion,,care,0,Negative Affect / Conflict Emotion,No Distortion,
765,1908,My husband’s uncle has great financial means however spends extremely little money on entertainment He showed up unannounced for years often at supper hour and whenever he liked After his girlfriend broke up with him his intrusions worsened We repeatedly asked him to call before he came but he would show up anyway and say “If you are busy I just go” If we say we are busy he argues Visits are often and prolonged Finally after waking us up one morning I firmly told him that he was asked to call and repeatedly violates our request His first response was “You don’t like me” I am also sick with Lupus and when this first big argument came I was caring for several children He didn’t come unannounced nor even when invited for about 6 months and then out of the blue he started again Then came the argument followed by absence then another 6 months all would start again This cycle has been going on for about 5 years now My husband and I explained why we needed him to call and he nodded his head as though he understood After these talks I made sure to invite him over so that he would know he would be able to visit His response is usually the same “I may come not sure what I am doing yet” That ends up tying up our night as we don’t know if he is coming or not If we invite others to play cards we may not be able to if he just shows up Hubby feels guilty telling him that we are not up for company It is badly straining our marriage as I can’t even rely on having a peaceful night Hubby is stressed because he doesn’t want him doing it either but would put up with it if I didn’t complain He also is extremely rude to us and other guests He says and does mean things when he perceives an injustice towards him Everything mean thing he does (which is often) seems to be calculated to send a message The last 7 out of 8 invites we gave he caused issues A pharmacist friend of mine told me to read “Controlling People” and I was shocked at how much scenarios in the book resembled this relative How can I help my husband not feel guilty about insisting his uncle respect boundaries?,he,understand,talks,False,No Distortion,,understand,1,Supportive Actions,No Distortion,
766,1911,I have been with my husband for 7 years We work great together sometimes it feels like I married my best friend However after having a long distance relationship for about one year I find that my feelings for him are starting to fade I am afraid that I am falling out of love I still enjoy talking to him over Skype,I,marry,friend,False,No Distortion,,marry,4,Social Attachment & Rejection,No Distortion,
767,1911,but I don’t really miss him,I,miss,him,False,No Distortion,,miss,1,Supportive Actions,No Distortion,
768,1914,No one in my family likes him except for my mother (who seems to have a thing for abusive men She divorced my father to reconcile with the man that punched her in the stomach and put a loaded revolver to her head while she was pregnant with me),one,like,him,False,No Distortion,,like,1,Supportive Actions,No Distortion,
769,1915,I am deeply saddened and stress just caring for her Any advice would be much appreciated!,I,care,her,False,No Distortion,,care,0,Negative Affect / Conflict Emotion,No Distortion,
770,1919,and we used to text 24/7 We love each other so much we make gifts for ourselves we go out daily,We,love,other,False,No Distortion,,love,1,Supportive Actions,No Distortion,
771,1919,and I can’t help it Every time she is with her friend a guy who is very good friend of hers for 6 years I just lose it,I,help,it,False,No Distortion,,help,0,Negative Affect / Conflict Emotion,No Distortion,
772,1919,and she said that if I trusted her I wouldn’t worry I do trust her really but I don’t trust the guy or I just don’t feel it right to text so much with him or go out with him I don’t think it’s right,I,trust,her,False,No Distortion,,trust,0,Negative Affect / Conflict Emotion,No Distortion,
773,1919,and she said that if I trusted her I wouldn’t worry I do trust her really but I don’t trust the guy or I just don’t feel it right to text so much with him or go out with him I don’t think it’s right,I,trust,her,False,No Distortion,,trust,0,Negative Affect / Conflict Emotion,No Distortion,
774,1919,and she said that if I trusted her I wouldn’t worry I do trust her really but I don’t trust the guy or I just don’t feel it right to text so much with him or go out with him I don’t think it’s right,I,trust,guy,False,No Distortion,,trust,0,Negative Affect / Conflict Emotion,No Distortion,
775,1919,I think he may like her even,he,like,her,False,No Distortion,,like,1,Supportive Actions,No Distortion,
776,1919,I hide those feelings from her and I hold the pain in myself I really hope that you understand my problem even tho my English isn’t that good and my problem is probably very strange Please help me I want to change (age 16 from Bulgaria),you,understand,problem,False,No Distortion,,understand,1,Supportive Actions,No Distortion,
777,1921,I am very worried about my older brother In the past 6 months he has started behaving very strangely He has forged my name and my parents’ names on rental documents and doesn’t see anything wrong with it Additionally he is exhibiting very paranoid behavior he gave away his cats whom he loved for more than 5 years and his reasoning is that my Dad is going to send him to jail!,he,love,whom,False,No Distortion,,love,1,Supportive Actions,No Distortion,
778,1921,I am very worried about my older brother In the past 6 months he has started behaving very strangely He has forged my name and my parents’ names on rental documents and doesn’t see anything wrong with it Additionally he is exhibiting very paranoid behavior he gave away his cats whom he loved for more than 5 years and his reasoning is that my Dad is going to send him to jail!,he,love,years,False,No Distortion,,love,1,Supportive Actions,No Distortion,
779,1922,and I have been dating my current boyfriend for a little under 3 years now Compared to past experience with men he is amazing He is kind generous caring concerned and so much more Only one problem he is extremely unmotivated and quite lazyx,I,date,boyfriend,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
780,1922,and I have been dating my current boyfriend for a little under 3 years now Compared to past experience with men he is amazing He is kind generous caring concerned and so much more Only one problem he is extremely unmotivated and quite lazyx,I,date,years,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
781,1924,I just flip out of nowhere sometimes I depend on alcohol when this happens as I feel it relaxes me,I,depend,alcohol,False,No Distortion,,depend,0,Negative Affect / Conflict Emotion,No Distortion,
782,1928,From the US: I am a 21 year old woman who has been seriously involved with an older man for nearly three years He has been divorced for quite a while after a ten-year marriage due to the ex’s unexpected mental breakdown I love this man more than I can possibly say but I am finding myself terribly jealous of his two children whom he has full custody over,I,love,man,False,No Distortion,,love,1,Supportive Actions,No Distortion,
783,1929,I recently moved out on my ex-roommate because she has a history of psyche problems (anorexia/bulimia borderline personality disorder) and was displaying some disturbing and problematic symptoms I and my family were worried about my safety She was starting to act paranoid if my cat knocked something over and broke it she would accuse me of doing it to mess with her stuff like that but then one day she got in my face and started screaming at me and threatened to hit me and that was when I moved out,she,accuse,me,False,No Distortion,,accuse,3,Interpersonal Beliefs / Roles,No Distortion,
784,1940,all the time There has been lingering problems I really don’t understand any of this and I’m falling deeply into depression myself that along with the baby weight I can’t shed If I ask him for the truth he will simply look me in the face and tell another lie {I can’t bear it seriously},I,understand,any,False,General Distortion,,understand,1,Supportive Actions,General Distortion,
785,1946,everything was perfect and I trusted him whole-heartedly Up until recently I’ve been very suspicious and my trust just keeps going down I started to lose trust when finding a text message in his phone from someone calling him “babe” on Valentines Day,I,trust,him,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
786,1946,so I let it go Ever since that occasion it’s been so hard for me to trust him like I did in the beginning,me,trust,him,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
787,1952,My fiance is close with his mother and I don’t know how to tell him I am uncomfortable with this situation without offending him and his mother His mother has been known to hold grudges and I don’t want to get on her bad side before I marry her son,I,marry,son,False,General Distortion,,marry,4,Social Attachment & Rejection,General Distortion,
788,1955,I have grown very much but he has not He will not deal with any issues between us He is really immature He never accepts responsibility for his part in any problem (Everything is always my fault according to him),He,accept,responsibility,False,General Distortion,,accept,4,Social Attachment & Rejection,General Distortion,
789,1955,I have grown very much but he has not He will not deal with any issues between us He is really immature He never accepts responsibility for his part in any problem (Everything is always my fault according to him),He,accept,problem,False,General Distortion,,accept,4,Social Attachment & Rejection,General Distortion,
790,1956,He’s never cheated lied or anything remotely close to that He’s always been honest with me and never fails to be affectionate and tell me how much he cares about me,he,care,me,False,General Distortion,,care,0,Negative Affect / Conflict Emotion,General Distortion,
791,1956,But I can’t trust him,I,trust,him,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
792,1960,I have realized that the major internal problem I have is that I lack an identity lack interests lack emotions and therefore have trouble with social interaction I am hopelessly apathetic at heart and I don’t know how to reconcile the true ‘me’ with the image others expect–that of a ‘normal’ person who has passions and desires I care about nothing–not politics or current events not my friends or family or other people not sports or music or art,I,care,nothing,False,General Distortion,,care,0,Negative Affect / Conflict Emotion,General Distortion,
793,1960,I have realized that the major internal problem I have is that I lack an identity lack interests lack emotions and therefore have trouble with social interaction I am hopelessly apathetic at heart and I don’t know how to reconcile the true ‘me’ with the image others expect–that of a ‘normal’ person who has passions and desires I care about nothing–not politics or current events not my friends or family or other people not sports or music or art,I,care,politics,False,General Distortion,,care,0,Negative Affect / Conflict Emotion,General Distortion,
794,1960,I have realized that the major internal problem I have is that I lack an identity lack interests lack emotions and therefore have trouble with social interaction I am hopelessly apathetic at heart and I don’t know how to reconcile the true ‘me’ with the image others expect–that of a ‘normal’ person who has passions and desires I care about nothing–not politics or current events not my friends or family or other people not sports or music or art,I,care,events,False,General Distortion,,care,0,Negative Affect / Conflict Emotion,General Distortion,
795,1962,Any time that we try to resolve an issue she blows up uses the F-word tells me she doesn’t care about me and doesn’t want to be in the same room with me We are talking screaming hereI have not been perfect but I always own up to my mistakes and apologize,she,care,me,False,General Distortion,,care,0,Negative Affect / Conflict Emotion,General Distortion,
796,1967,We would fight almost everyday and he would always lie to me and never gave me the love and support that I really needed It even got to the point where I would have to ask him to show me that he loves me and appreciates me and all the stuff that a boyfriend should already do for his girlfriend,he,love,me,False,General Distortion,,love,1,Supportive Actions,General Distortion,
797,1976,I have never dated a man who didn’t lie or cheat or do something else bad to meBut,I,date,man,False,General Distortion,,date,0,Negative Affect / Conflict Emotion,General Distortion,
798,1978,For the outside world we are perfect couple who loves adventure travel cooking and is madly in love Behind the door is a different story,who,love,cooking,False,General Distortion,,love,1,Supportive Actions,General Distortion,
799,1982,I find them extremely sexually arousing and I can’t help myself but thinking about themI’m worried about how later in life if this will go away or not I know this is horrible and I even feel guilty constantly but I can’t seem to help it,I,help,myself,False,General Distortion,,help,0,Negative Affect / Conflict Emotion,General Distortion,
800,1984,Is there anything that can help this?,that,help,this,False,General Distortion,,help,0,Negative Affect / Conflict Emotion,General Distortion,
801,1992,I have been dating this guy for 10 months and to be honest although it has been rocky(he was drunk and cheated on me once in the summer one night he was too drunk and ended up sleepwalking in my apartment and saying things that were very hurtful) normally he is one of the nicest people I have ever known He has also had down periods where he wasn’t sure he liked his job and was a little depressed,I,date,guy,False,General Distortion,,date,0,Negative Affect / Conflict Emotion,General Distortion,
802,1992,I have been dating this guy for 10 months and to be honest although it has been rocky(he was drunk and cheated on me once in the summer one night he was too drunk and ended up sleepwalking in my apartment and saying things that were very hurtful) normally he is one of the nicest people I have ever known He has also had down periods where he wasn’t sure he liked his job and was a little depressed,I,date,months,False,General Distortion,,date,0,Negative Affect / Conflict Emotion,General Distortion,
803,1992,I have been dating this guy for 10 months and to be honest although it has been rocky(he was drunk and cheated on me once in the summer one night he was too drunk and ended up sleepwalking in my apartment and saying things that were very hurtful) normally he is one of the nicest people I have ever known He has also had down periods where he wasn’t sure he liked his job and was a little depressed,he,like,job,False,General Distortion,,like,1,Supportive Actions,General Distortion,
804,1999,I”ve lived in Houston for 16 years and am miserable I hate it here but i have two kids (6 and 9) and have been married 12 years My marriage sucks,I,hate,it,False,General Distortion,,hate,1,Supportive Actions,General Distortion,
805,2004,We have been dating for 7 months now and my parents will not approve,We,date,months,False,General Distortion,,date,0,Negative Affect / Conflict Emotion,General Distortion,
806,2006,I swore I would never cheat on my husband because I never forgave myself for cheating on him with the married guy I broke up that guy’s marriage and I didn’t love him,I,love,him,False,General Distortion,,love,1,Supportive Actions,General Distortion,
807,2012,I recently checked his email which was wrong but I now don’t know if he’ll ever forgive me for itI don’t want to cause problems in the relationship but I don’t know how I can get over my stupidity of being so insecure,he,forgive,me,False,General Distortion,,forgive,4,Social Attachment & Rejection,General Distortion,
808,2012,I recently checked his email which was wrong but I now don’t know if he’ll ever forgive me for itI don’t want to cause problems in the relationship but I don’t know how I can get over my stupidity of being so insecure,he,forgive,itI,False,General Distortion,,forgive,4,Social Attachment & Rejection,General Distortion,
809,2014,now this is a total lie I would actually like it if a girl came into my room xD,I,like,it,False,General Distortion,,like,1,Supportive Actions,General Distortion,
810,2023,Before I was depressed I never had issues I never doubted my friends I took their yes as a,I,doubt,friends,False,General Distortion,,doubt,1,Supportive Actions,General Distortion,
811,2023,And I dont like being like this because Im making things hard for my friendsbecause Im always doubting them OR guessing things that I think they might be thinkingwhich 99% of the times are wrong I was never an insecure person…,I,doubt,them,False,General Distortion,,doubt,1,Supportive Actions,General Distortion,
812,2023,I want things to be simplebut depression makes it so hard I feel like I should isolate myself from othersbecause I cant be a true friend if I cant truly trust them I make life hard for them,I,trust,them,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
813,2039,When a negative event for example-someone calls me ‘ugly’ I’ll feel bad about it Then I’ll think about the person who called me ‘ugly’ and associate their gender with the event I also do this when I’m at a place If something bad happens at a certain place if it’s a school or a store I’ll avoid that place to not remember the event,I,avoid,place,False,General Distortion,,avoid,1,Supportive Actions,General Distortion,
814,2040,I liked the Air Force(welding/machinist) job and a mining machinery job the best… I’ve been released from probation during the maintenance job and fired from a welding job two years ago over a dispute with the boss about timeliness/quality of my work(which he was becoming more critical about) Most jobs I’ve been laid off from,I,like,job,False,General Distortion,,like,1,Supportive Actions,General Distortion,
815,2040,I liked the Air Force(welding/machinist) job and a mining machinery job the best… I’ve been released from probation during the maintenance job and fired from a welding job two years ago over a dispute with the boss about timeliness/quality of my work(which he was becoming more critical about) Most jobs I’ve been laid off from,I,like,job,False,General Distortion,,like,1,Supportive Actions,General Distortion,
816,2042,There are only two people in my life that I trust to help me out in a sticky situation but sometimes I cannot trust them to keep personal conversations that we have to their selves,I,trust,that,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
817,2042,There are only two people in my life that I trust to help me out in a sticky situation but sometimes I cannot trust them to keep personal conversations that we have to their selves,I,trust,them,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
818,2046,But now that I’ve ruined another relationship recently I decided I should seek help As a young child I was always put down by my brother and felt I was never good enough because my dad would never congratulate me on anything just that I can do better Now that I’ve been trying to have a relationship with girls I always make them hate me by putting myself down Everything I do just makes me feel worse about myself and I need help with my confidence before I end up hurting myself,them,hate,me,False,General Distortion,,hate,1,Supportive Actions,General Distortion,
819,2050,but I would love the freedom and good time to explore someone new,I,love,freedom,False,General Distortion,,love,1,Supportive Actions,General Distortion,
820,2050,but I would love the freedom and good time to explore someone new,I,love,time,False,General Distortion,,love,1,Supportive Actions,General Distortion,
821,2053,I can’t imagine not having him in my life I’ve never loved anyone like i love him The only problem is that we fight all the time He literally drives me crazy and we are hardly ever happy anymore,I,love,anyone,False,General Distortion,,love,1,Supportive Actions,General Distortion,
822,2053,I can’t imagine not having him in my life I’ve never loved anyone like i love him The only problem is that we fight all the time He literally drives me crazy and we are hardly ever happy anymore,i,love,him,False,General Distortion,,love,1,Supportive Actions,General Distortion,
823,2059,My relationship has always been in trouble because of my wife’s suspicious nature She never trusts me on any thing and The problem is of so high magnitude that I am suffocated and very much frustrated all the time,She,trust,me,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
824,2059,My relationship has always been in trouble because of my wife’s suspicious nature She never trusts me on any thing and The problem is of so high magnitude that I am suffocated and very much frustrated all the time,She,trust,thing,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
825,2063,I love my kids I love to be around them If I had my choice I would never leave their sides I can’t however feel like I am a good parent for allowing them to live in the environment I have created,I,love,kids,False,General Distortion,,love,1,Supportive Actions,General Distortion,
826,2087,I just find the word “not caring” a bit strong as I do care to some degree just don’t care “enough” which is one way you can put it,word,care,degree,False,General Distortion,,care,0,Negative Affect / Conflict Emotion,General Distortion,
827,2088,So im sure this plays a part I why my mood has been so negative recently   2 times I was the cause of him vbreakinbg woth someone he loved (guilt),he,love,guilt,False,General Distortion,,love,1,Supportive Actions,General Distortion,
828,2090,I first noticed that whenever I would be angry at someone in close with ( a partner parent or best friend)my usual feelings that I experience for them disappear completely and it’s as if they’ve changed from the people I care about to the people that I hate the most  I’ve then realized that I lack empathy guilt remorse compassion you name it,I,care,people,False,General Distortion,,care,0,Negative Affect / Conflict Emotion,General Distortion,
829,2090,I first noticed that whenever I would be angry at someone in close with ( a partner parent or best friend)my usual feelings that I experience for them disappear completely and it’s as if they’ve changed from the people I care about to the people that I hate the most  I’ve then realized that I lack empathy guilt remorse compassion you name it,I,hate,that,False,General Distortion,,hate,1,Supportive Actions,General Distortion,
830,2091,But i feel like he’s not really understanding my behavior,he,understand,behavior,False,General Distortion,,understand,1,Supportive Actions,General Distortion,
831,2094,Sometimes I feel such strong emotions I feel like my heart can’t take it I feel like no one understands me,one,understand,me,False,General Distortion,,understand,1,Supportive Actions,General Distortion,
832,2119,I know she trusts me not to report it,she,trust,me,False,General Distortion,,trust,0,Negative Affect / Conflict Emotion,General Distortion,
