id,text_id,context,relationship,relation,relation_cluster,relation_cluster_label,Dominant Distortion,Secondary Distortion (Optional)
1271,3712,"I believe that I have issues trusting people. I grew up in a home where my parents hated each other and it was no secret. I never liked my mother who is controlling and selfish. My mother wouldn’t accept anything unless in her mind it was right. My father, for half of my life, was an alcoholic and didn’t come home very often. Although when my father was at home I would spend all of my time with him. At one point in my life my parents separated and my father disappeared without notice or any phone number we could even reach him at. I was devastated. The relationship between my mother and me only got worse. We would constantly get into fights and physical altercations just because I viewed something differently than her. Eventually my father stopped drinking and my parents thought they would give their marriage and our family a second chance. Nothing ever changed; except for the fact my father was sober.","('like', 'I', 'mother')",like,1,Interpersonal Beliefs / Emotions,Emotional Reasoning,
1272,3712,"I believe that I have issues trusting people. I grew up in a home where my parents hated each other and it was no secret. I never liked my mother who is controlling and selfish. My mother wouldn’t accept anything unless in her mind it was right. My father, for half of my life, was an alcoholic and didn’t come home very often. Although when my father was at home I would spend all of my time with him. At one point in my life my parents separated and my father disappeared without notice or any phone number we could even reach him at. I was devastated. The relationship between my mother and me only got worse. We would constantly get into fights and physical altercations just because I viewed something differently than her. Eventually my father stopped drinking and my parents thought they would give their marriage and our family a second chance. Nothing ever changed; except for the fact my father was sober.","('accept', 'mother', 'anything')",accept,0,Supportive Actions,Emotional Reasoning,
1273,3713,"Iv lost my girlfriend, my best friend, almost all of my other friends that I recently graduated with. I close up and sit in my room when I’m not working. I don’t even know how to meet new people anymore. I don’t even know where to start on finding a new girlfriend. Mainly cause I don’t want to but I feel like it needs to be done bc I feel I’m holding her back and she even says I am. I was only sober 2 months before I fell into a drug that helps me even know I know its not truly helping. Dxm is the drug. I take it because I can lucid dream memories that I enjoy. Like memories of me and my ex and times in the phsyc hospital I was in three times because I felt safe there. I take it daily so I can see her face(even while we were together cause we just started to fall atpart the last 3or4 months.), be safe in the hospital environment, and fix things iv screwed up in the past. The bad thing is it makes my psychosis worse. Iv already attempted suicid twice, but the first time my friend stopped me before I took all the pills and the second time my ex from above called me as I had the gun in my mouth, and I felt it was a sign that I had to stay alive for her. She doesn’t even know she did this cause iv never told her so I wouldn’t scare her. All I think about everyday is what do I have to live for. I race motocross and I’m very very good. I want to get my pro licence but I don’t even have the drive to do it. All I want is my life to end and most days I feel like if I don’t do it myself my life will just get worse. If that’s possible. I won’t kill myself. Iv made that promise to to many important people in my life and people that are not in my life anymore. I just need help from someone. Anyone.","('help', 'that', 'me')",help,0,Supportive Actions,All-or-nothing thinking,Mental filter
1274,3715," I am always feeling like I am making wrong decisions. I suffer frequent headaches and when I do, I feel like I have done something that has angered or upset God. I am taking prescription meds for the headache, depression, and anxiety, but it doesn’t always work. I believe that God heals, so why won’t He heal me? I feel like the reason He won’t heal me is because He is mad or upset with me for something I did or did not do. I am constantly in fear because I don’t know what I’ve done wrong. I speak with my pastor and other Christians who all say God isn’t mad at me. But if He isn’t mad, why am I continuing to suffer? I want to do His will in my life but I don’t know what it is, and feel that may be the reason for my punishment. In the biblical sence, I am supposed to put others first before myself. But my doctors, therapists, and family all tell me that I need to come first before I can help others. How can I care for my own health as well as other people’s needs as a Christian should? I am actually having anxiety as I write this because I am afraid that God will be mad at me or upset with me if I send it,possibly because I am under the impression that Christians are supposed to be happy all of the time, and not sick or stressed. How can I be a good witness for God if I am anxious, and panicky all of the time? Please help! I need peace!","('help', 'I', 'others')",help,0,Supportive Actions,Personalization,
1275,3715," I am always feeling like I am making wrong decisions. I suffer frequent headaches and when I do, I feel like I have done something that has angered or upset God. I am taking prescription meds for the headache, depression, and anxiety, but it doesn’t always work. I believe that God heals, so why won’t He heal me? I feel like the reason He won’t heal me is because He is mad or upset with me for something I did or did not do. I am constantly in fear because I don’t know what I’ve done wrong. I speak with my pastor and other Christians who all say God isn’t mad at me. But if He isn’t mad, why am I continuing to suffer? I want to do His will in my life but I don’t know what it is, and feel that may be the reason for my punishment. In the biblical sence, I am supposed to put others first before myself. But my doctors, therapists, and family all tell me that I need to come first before I can help others. How can I care for my own health as well as other people’s needs as a Christian should? I am actually having anxiety as I write this because I am afraid that God will be mad at me or upset with me if I send it,possibly because I am under the impression that Christians are supposed to be happy all of the time, and not sick or stressed. How can I be a good witness for God if I am anxious, and panicky all of the time? Please help! I need peace!","('care', 'I', 'health')",care,0,Supportive Actions,Personalization,
1276,3715," I am always feeling like I am making wrong decisions. I suffer frequent headaches and when I do, I feel like I have done something that has angered or upset God. I am taking prescription meds for the headache, depression, and anxiety, but it doesn’t always work. I believe that God heals, so why won’t He heal me? I feel like the reason He won’t heal me is because He is mad or upset with me for something I did or did not do. I am constantly in fear because I don’t know what I’ve done wrong. I speak with my pastor and other Christians who all say God isn’t mad at me. But if He isn’t mad, why am I continuing to suffer? I want to do His will in my life but I don’t know what it is, and feel that may be the reason for my punishment. In the biblical sence, I am supposed to put others first before myself. But my doctors, therapists, and family all tell me that I need to come first before I can help others. How can I care for my own health as well as other people’s needs as a Christian should? I am actually having anxiety as I write this because I am afraid that God will be mad at me or upset with me if I send it,possibly because I am under the impression that Christians are supposed to be happy all of the time, and not sick or stressed. How can I be a good witness for God if I am anxious, and panicky all of the time? Please help! I need peace!","('care', 'I', 'needs')",care,0,Supportive Actions,Personalization,
1277,3716," Hi, I have been seeing the same therapist for about 4 years. She recently told me that she was increasing her fees, because she has needs too. I take a lot of trips, and she stated, I have clients who are always taking trips and do not pay their bill. I told her, I pay my bill. Then she said, if I dont increase your fee then I am enabling you.? And that I need to decide what is more important, therapy or trips. She also stated that she feels like she has to walk on eggshells with me, and that she needs time off. I always believed that therapist were healthy with appropriate coping skills. She seems to blame me for things, and when I bring something up, she denies it. I feel like she has been fake, and is suddently resenting me. I would have appreciated her being honest with me. All I said to her was, if she increases my rate then I will come every other week instead of weekly. And I told her that I felt like I was too dependent on her. I feel connected to her because I have shared soo much about myself to her, but I’m not sure I want to continue therapy with her. I originally went to her for substance abuse and it has been a long road to recovery. She probably feels discouraged. I tend to be brutally honest and perhaps that made her mad at me? Resentful that I am taking vacations and she cant. Anyways I am having hard time with this and cant stop thinking about the things she accused me of. Any insight, or advice would be deeply appreciated. Thanks.","('accuse', 'she', 'me')",accuse,1,Interpersonal Beliefs / Emotions,Mind Reading,
1278,3719," hello..im in a difficult situation and ont know what to do. well i met this guy a month ago and we have been talking. we got into some deep questions and he asked me if i liked him and i said yes in which i do and i asked him if he likes me and he said yes. and he had said i would be a future girlfriend of his. well the other day i had asked him if he would ever goout with me and his sister replies back saying hey sweetie this is matts sister and i have asked him who you are and i dont get in his business but i see what you just texted him and i just want to say he just wants to be friends with you and nothing else. he doesnt want to hurt your feelings. well i said no you didnt and she said ill get him to text you when he gets back from the store and he texted me and said my sister said you texted i said yea did she tell you what she said he said kinda what did she say and i told him and he said yea you are too young for me but im hoping you will still be friends with me. i said sure…but what i dont understand why would he hang out with me before and he kissed me and he said he liked me and all but when his sister asks who i am he just totally tells me he doesnt like me. and now he barely texts me anymore when we talked all the time before. i had saw him the halloween night with his sister and he just looks at me with the biggest grin on his face and i texted him and he never replied back until after he left his sisters house, he even showed me before his sister had gotten into this that he liked me you could just tell. and now he supposively has a girl that he spends all his time with after work and he dont text me barely anymore i have to text him first for him to text me back. please help me i dont know what to think or do.","('like', 'i', 'him')",like,1,Interpersonal Beliefs / Emotions,No Distortion,
1279,3719," hello..im in a difficult situation and ont know what to do. well i met this guy a month ago and we have been talking. we got into some deep questions and he asked me if i liked him and i said yes in which i do and i asked him if he likes me and he said yes. and he had said i would be a future girlfriend of his. well the other day i had asked him if he would ever goout with me and his sister replies back saying hey sweetie this is matts sister and i have asked him who you are and i dont get in his business but i see what you just texted him and i just want to say he just wants to be friends with you and nothing else. he doesnt want to hurt your feelings. well i said no you didnt and she said ill get him to text you when he gets back from the store and he texted me and said my sister said you texted i said yea did she tell you what she said he said kinda what did she say and i told him and he said yea you are too young for me but im hoping you will still be friends with me. i said sure…but what i dont understand why would he hang out with me before and he kissed me and he said he liked me and all but when his sister asks who i am he just totally tells me he doesnt like me. and now he barely texts me anymore when we talked all the time before. i had saw him the halloween night with his sister and he just looks at me with the biggest grin on his face and i texted him and he never replied back until after he left his sisters house, he even showed me before his sister had gotten into this that he liked me you could just tell. and now he supposively has a girl that he spends all his time with after work and he dont text me barely anymore i have to text him first for him to text me back. please help me i dont know what to think or do.","('like', 'he', 'me')",like,1,Interpersonal Beliefs / Emotions,No Distortion,
1280,3719," hello..im in a difficult situation and ont know what to do. well i met this guy a month ago and we have been talking. we got into some deep questions and he asked me if i liked him and i said yes in which i do and i asked him if he likes me and he said yes. and he had said i would be a future girlfriend of his. well the other day i had asked him if he would ever goout with me and his sister replies back saying hey sweetie this is matts sister and i have asked him who you are and i dont get in his business but i see what you just texted him and i just want to say he just wants to be friends with you and nothing else. he doesnt want to hurt your feelings. well i said no you didnt and she said ill get him to text you when he gets back from the store and he texted me and said my sister said you texted i said yea did she tell you what she said he said kinda what did she say and i told him and he said yea you are too young for me but im hoping you will still be friends with me. i said sure…but what i dont understand why would he hang out with me before and he kissed me and he said he liked me and all but when his sister asks who i am he just totally tells me he doesnt like me. and now he barely texts me anymore when we talked all the time before. i had saw him the halloween night with his sister and he just looks at me with the biggest grin on his face and i texted him and he never replied back until after he left his sisters house, he even showed me before his sister had gotten into this that he liked me you could just tell. and now he supposively has a girl that he spends all his time with after work and he dont text me barely anymore i have to text him first for him to text me back. please help me i dont know what to think or do.","('understand', 'i', 'what')",understand,0,Supportive Actions,No Distortion,
1281,3719," hello..im in a difficult situation and ont know what to do. well i met this guy a month ago and we have been talking. we got into some deep questions and he asked me if i liked him and i said yes in which i do and i asked him if he likes me and he said yes. and he had said i would be a future girlfriend of his. well the other day i had asked him if he would ever goout with me and his sister replies back saying hey sweetie this is matts sister and i have asked him who you are and i dont get in his business but i see what you just texted him and i just want to say he just wants to be friends with you and nothing else. he doesnt want to hurt your feelings. well i said no you didnt and she said ill get him to text you when he gets back from the store and he texted me and said my sister said you texted i said yea did she tell you what she said he said kinda what did she say and i told him and he said yea you are too young for me but im hoping you will still be friends with me. i said sure…but what i dont understand why would he hang out with me before and he kissed me and he said he liked me and all but when his sister asks who i am he just totally tells me he doesnt like me. and now he barely texts me anymore when we talked all the time before. i had saw him the halloween night with his sister and he just looks at me with the biggest grin on his face and i texted him and he never replied back until after he left his sisters house, he even showed me before his sister had gotten into this that he liked me you could just tell. and now he supposively has a girl that he spends all his time with after work and he dont text me barely anymore i have to text him first for him to text me back. please help me i dont know what to think or do.","('like', 'he', 'me')",like,1,Interpersonal Beliefs / Emotions,No Distortion,
1282,3719," hello..im in a difficult situation and ont know what to do. well i met this guy a month ago and we have been talking. we got into some deep questions and he asked me if i liked him and i said yes in which i do and i asked him if he likes me and he said yes. and he had said i would be a future girlfriend of his. well the other day i had asked him if he would ever goout with me and his sister replies back saying hey sweetie this is matts sister and i have asked him who you are and i dont get in his business but i see what you just texted him and i just want to say he just wants to be friends with you and nothing else. he doesnt want to hurt your feelings. well i said no you didnt and she said ill get him to text you when he gets back from the store and he texted me and said my sister said you texted i said yea did she tell you what she said he said kinda what did she say and i told him and he said yea you are too young for me but im hoping you will still be friends with me. i said sure…but what i dont understand why would he hang out with me before and he kissed me and he said he liked me and all but when his sister asks who i am he just totally tells me he doesnt like me. and now he barely texts me anymore when we talked all the time before. i had saw him the halloween night with his sister and he just looks at me with the biggest grin on his face and i texted him and he never replied back until after he left his sisters house, he even showed me before his sister had gotten into this that he liked me you could just tell. and now he supposively has a girl that he spends all his time with after work and he dont text me barely anymore i have to text him first for him to text me back. please help me i dont know what to think or do.","('like', 'he', 'me')",like,1,Interpersonal Beliefs / Emotions,No Distortion,
1283,3719," hello..im in a difficult situation and ont know what to do. well i met this guy a month ago and we have been talking. we got into some deep questions and he asked me if i liked him and i said yes in which i do and i asked him if he likes me and he said yes. and he had said i would be a future girlfriend of his. well the other day i had asked him if he would ever goout with me and his sister replies back saying hey sweetie this is matts sister and i have asked him who you are and i dont get in his business but i see what you just texted him and i just want to say he just wants to be friends with you and nothing else. he doesnt want to hurt your feelings. well i said no you didnt and she said ill get him to text you when he gets back from the store and he texted me and said my sister said you texted i said yea did she tell you what she said he said kinda what did she say and i told him and he said yea you are too young for me but im hoping you will still be friends with me. i said sure…but what i dont understand why would he hang out with me before and he kissed me and he said he liked me and all but when his sister asks who i am he just totally tells me he doesnt like me. and now he barely texts me anymore when we talked all the time before. i had saw him the halloween night with his sister and he just looks at me with the biggest grin on his face and i texted him and he never replied back until after he left his sisters house, he even showed me before his sister had gotten into this that he liked me you could just tell. and now he supposively has a girl that he spends all his time with after work and he dont text me barely anymore i have to text him first for him to text me back. please help me i dont know what to think or do.","('like', 'he', 'me')",like,1,Interpersonal Beliefs / Emotions,No Distortion,
1284,3720," Do I have an eating disorder? I’m not really sure if i do or not. My dad always thought i did in middle school because i dont put my lips to my fork when i eat i use my teeth to “rake” the food off instead and i always thought that was crazy. At the time i was about five foot six and weighed about 130 wich i thought was a bit much until i saw myself in a full length mirror. now im a senior in highschool and im five foot seven and as of this morning im 144.3 lbs. I worked my way up to 167 last year and tried to get down to 140 for prom. I diddnt succeed and i ended up eating so much i gained 10 of the 20 lbs i lost and then over summer after i got diagnose with celiacs disease i diddnt eat very much, there would be days i just skipped food all together. everyday at the pool more and more guys would look and I felt more confident. when i went to my doctor for my celiacs doctor about a month ago, she said that my weight concerned her. apparently 140 is the lowest my body can be without being unhelthy and i weighed in at 142. I still didnt feel it was enough and about 2 weeks ago i discovered that if i take my adhd medicine everyother day not only can i slack off when i really want to but i get sick and then im not hungry. I went down to 140.2 for about 4 days and i felt like a fat kid. In gym I couldnt run as fast as normal and i was out of breath in no time, when we got back i looked in the mirror and saw how gross i looked. my boyfriend thinks im self destructive in ways other that not eating because he sees me eating apples and rice bars alot and thinks its the only healthy thing i do for my body since i stopped cutting.But he dosnt understand either way and dosnt seem to notice either way so i figure hes happy about thedirection of my figure. I couldnt get my meds to make me sick anymore last week so i stopped taking them and i just ate everything with sugar or chocolate or fat and went up to 147 and it freaked me out. Christmas eve i took my meds without thinking and like usual when i take hem i diddnt eat. a few hours later i got really sick but due to a childhood surgery im unable to vomit so i just dryheave and it hurts but im used to it. I diddnt eat untill christmas morning(yesterday) and i ate all day long. then thismorning i did my usual. I got in my yogapants and a bra and ran down to weigh myself. unhappy with being almost 5 lbs above goal i got off and looked in the mirror again. poking and pulling and shaking i decided that i need to get back down but mom handed me a bowl of oatmeal that im currently avoiding and thinking about flushing even tho im starving so i think ill take my meds again tomorrow so ill be at my goal before mybirthday on the 29th and then ill beable to decide if i need to loose more or not. i realise this cant benormal. making myself sick to avoid food instead of making myself purge it and actually eating so is it really an eating dissorder if i take vitamins to get my minerals and then skip a day here and there for food but i never actually purge it?if so how do i fix myself, im too scared to tell my councellor because she thinks ive made so much progress wih everything else i dont want to dissapoint her and shed probably want me to tell mom who would make me eat at the table again so she knows im eating… I want to be in the fashion and art world and food just makes me fat… not fashionable nor artistic but disgusting and lathargic and even with crunches and dieting i cant seem to look the way i want … i also feel that im unhelthy weight already because the chart for weight is based off hight and im prety sur my chest is probably about 15 or 20 lbs of my weight wich means id be at unhelthy weight already wouldnt it? I just stil dont like the way i lok tho please help me figure this out","('avoid', 'i', 'that')",avoid,0,Supportive Actions,Mind Reading,
1285,3720," Do I have an eating disorder? I’m not really sure if i do or not. My dad always thought i did in middle school because i dont put my lips to my fork when i eat i use my teeth to “rake” the food off instead and i always thought that was crazy. At the time i was about five foot six and weighed about 130 wich i thought was a bit much until i saw myself in a full length mirror. now im a senior in highschool and im five foot seven and as of this morning im 144.3 lbs. I worked my way up to 167 last year and tried to get down to 140 for prom. I diddnt succeed and i ended up eating so much i gained 10 of the 20 lbs i lost and then over summer after i got diagnose with celiacs disease i diddnt eat very much, there would be days i just skipped food all together. everyday at the pool more and more guys would look and I felt more confident. when i went to my doctor for my celiacs doctor about a month ago, she said that my weight concerned her. apparently 140 is the lowest my body can be without being unhelthy and i weighed in at 142. I still didnt feel it was enough and about 2 weeks ago i discovered that if i take my adhd medicine everyother day not only can i slack off when i really want to but i get sick and then im not hungry. I went down to 140.2 for about 4 days and i felt like a fat kid. In gym I couldnt run as fast as normal and i was out of breath in no time, when we got back i looked in the mirror and saw how gross i looked. my boyfriend thinks im self destructive in ways other that not eating because he sees me eating apples and rice bars alot and thinks its the only healthy thing i do for my body since i stopped cutting.But he dosnt understand either way and dosnt seem to notice either way so i figure hes happy about thedirection of my figure. I couldnt get my meds to make me sick anymore last week so i stopped taking them and i just ate everything with sugar or chocolate or fat and went up to 147 and it freaked me out. Christmas eve i took my meds without thinking and like usual when i take hem i diddnt eat. a few hours later i got really sick but due to a childhood surgery im unable to vomit so i just dryheave and it hurts but im used to it. I diddnt eat untill christmas morning(yesterday) and i ate all day long. then thismorning i did my usual. I got in my yogapants and a bra and ran down to weigh myself. unhappy with being almost 5 lbs above goal i got off and looked in the mirror again. poking and pulling and shaking i decided that i need to get back down but mom handed me a bowl of oatmeal that im currently avoiding and thinking about flushing even tho im starving so i think ill take my meds again tomorrow so ill be at my goal before mybirthday on the 29th and then ill beable to decide if i need to loose more or not. i realise this cant benormal. making myself sick to avoid food instead of making myself purge it and actually eating so is it really an eating dissorder if i take vitamins to get my minerals and then skip a day here and there for food but i never actually purge it?if so how do i fix myself, im too scared to tell my councellor because she thinks ive made so much progress wih everything else i dont want to dissapoint her and shed probably want me to tell mom who would make me eat at the table again so she knows im eating… I want to be in the fashion and art world and food just makes me fat… not fashionable nor artistic but disgusting and lathargic and even with crunches and dieting i cant seem to look the way i want … i also feel that im unhelthy weight already because the chart for weight is based off hight and im prety sur my chest is probably about 15 or 20 lbs of my weight wich means id be at unhelthy weight already wouldnt it? I just stil dont like the way i lok tho please help me figure this out","('like', 'I', 'way')",like,1,Interpersonal Beliefs / Emotions,Mind Reading,
1286,3724,"I have been getting hit by my dad for as long as I can remember. It has been a really long time. He really ruins my life. I am so scared to be in my own house. He abuses me physically and mentally. He punches with full force, he gives me bruises, marks that last until the next day, he hits me with the belt, and today he threatened to break my neck. He almost strangled me. I don’t love him at all. I have no respect for him and he means nothing to me. We don’t have a good relationship, I don’t tell him anything. Even if I don’t do anything wrong he will find a way to make it seem like I did do something wrong and yell and me and hit me. I can’t take it anymore. Last week I almost told my school, I really want to but I’m scared because I still have to deal with living with him until I am a legal adult. I have pictures of it the marks and bruises he has given me. I lock myself in the bathroom whenever I get into fights with him or he hits me. I really don’t know what to do anymore. He scares me more than anything in this world. I don’t even want him to be my dad anymore. He says he wishes I was never born, I’m stupid, I am useless, there is nothing good about me, I am a devil, he wishes he never had me, I am the worst kid out of all 3. He also says “why did god curse me with you”. He really ruins my life. If he weren’t in my life, it would be amazing. I can’t be with him anymore. He is the worst father a kid could have. Please help me.","('abuse', 'He', 'me')",abuse,2,Relational Harm,No Distortion,
1287,3724,"I have been getting hit by my dad for as long as I can remember. It has been a really long time. He really ruins my life. I am so scared to be in my own house. He abuses me physically and mentally. He punches with full force, he gives me bruises, marks that last until the next day, he hits me with the belt, and today he threatened to break my neck. He almost strangled me. I don’t love him at all. I have no respect for him and he means nothing to me. We don’t have a good relationship, I don’t tell him anything. Even if I don’t do anything wrong he will find a way to make it seem like I did do something wrong and yell and me and hit me. I can’t take it anymore. Last week I almost told my school, I really want to but I’m scared because I still have to deal with living with him until I am a legal adult. I have pictures of it the marks and bruises he has given me. I lock myself in the bathroom whenever I get into fights with him or he hits me. I really don’t know what to do anymore. He scares me more than anything in this world. I don’t even want him to be my dad anymore. He says he wishes I was never born, I’m stupid, I am useless, there is nothing good about me, I am a devil, he wishes he never had me, I am the worst kid out of all 3. He also says “why did god curse me with you”. He really ruins my life. If he weren’t in my life, it would be amazing. I can’t be with him anymore. He is the worst father a kid could have. Please help me.","('love', 'I', 'him')",love,1,Interpersonal Beliefs / Emotions,No Distortion,
1288,3725,"I am a 28 year old single mother of two who lives with her parents. I graduated from college in 2008 but have not been able to find a job at all. I don’t have anybody at all. I had to move in with my parents because my ex was abusive. I have been suffering from depression for about three years. I can’t go and talk to someone because I have no money or insurance. I have insomnia and have been hallucinating. I find myself being irritable and lashing out in anger. I haven’t bathed in about a month. I’m afraid to go outside and I stay in my room in bed all day. I have constantly thought about death everyday, I like to cut myself. My parents get mad at me because they do not want to hear what is going on with me.My dad attacked me one day and my mother called the cops on me. I am so lonely. I just cut all my hair off today. I feel so lost and incapable of doing anything at all. I hate myself and my life. I want to always kill myself. I can’t get a job because I don’t have enough work experience. I don’t know what to do or where to turn. Help me! I feel like I’m drowning. I feel guilty and like a failure in life. I feel out of control. My brother tells anybody who will listen that I don’t do anything and am lazy. I can’t get over the only man I have ever loved and he dumped me 3 years ago and is married. I’m just a wreck. I feel like I’m crazy.","('hate', 'I', 'myself')",hate,1,Interpersonal Beliefs / Emotions,Overgeneralization,
1289,3725,"I am a 28 year old single mother of two who lives with her parents. I graduated from college in 2008 but have not been able to find a job at all. I don’t have anybody at all. I had to move in with my parents because my ex was abusive. I have been suffering from depression for about three years. I can’t go and talk to someone because I have no money or insurance. I have insomnia and have been hallucinating. I find myself being irritable and lashing out in anger. I haven’t bathed in about a month. I’m afraid to go outside and I stay in my room in bed all day. I have constantly thought about death everyday, I like to cut myself. My parents get mad at me because they do not want to hear what is going on with me.My dad attacked me one day and my mother called the cops on me. I am so lonely. I just cut all my hair off today. I feel so lost and incapable of doing anything at all. I hate myself and my life. I want to always kill myself. I can’t get a job because I don’t have enough work experience. I don’t know what to do or where to turn. Help me! I feel like I’m drowning. I feel guilty and like a failure in life. I feel out of control. My brother tells anybody who will listen that I don’t do anything and am lazy. I can’t get over the only man I have ever loved and he dumped me 3 years ago and is married. I’m just a wreck. I feel like I’m crazy.","('hate', 'I', 'life')",hate,1,Interpersonal Beliefs / Emotions,Overgeneralization,
1290,3734,From a woman in the U.S.:  My husband’s daughter is 19 years old and she constantly causing drama. she lies and tells people I mistreat her tell people she hates me etc. me and my husband have been together for 6 years we have two children a 3 year old and 2 year which his daughter never asks for at all. they don’t exist to her but the moment she can talk about me she will bring up how she doesn’t see them etc,"('hate', 'she', 'me')",hate,1,Interpersonal Beliefs / Emotions,Magnification,
1291,3736,"Hello! I would like to know some exercises or something I can practice to get myself out of this numb state of emotions. Last year was really hard for me (break up of a 4yr relationship, rape, loss of 2 good friends) and I was in constant pain and then I think it just switched somehow in me some kind of defense mechanism I think when I just stopped feeling at all. It was helpful and helped me a lot to sort out a lot of things. Now when it’s relatively a long time over and im supposed to get better I just cant. The bad thing is that i cannot express love or open myself to any bpdy because I just can’t feel what they feel… I imagine it as some kind of a barrier in me. Do you have any advice on how to get rid of it? It really bothers me because I’m a young person and I love life and my friends and I wanna fall in love sometimes etc. Thank you for listening :) (From Slovakia)","('love', 'I', 'life')",love,1,Interpersonal Beliefs / Emotions,Should statements,Fortune-telling
1292,3736,"Hello! I would like to know some exercises or something I can practice to get myself out of this numb state of emotions. Last year was really hard for me (break up of a 4yr relationship, rape, loss of 2 good friends) and I was in constant pain and then I think it just switched somehow in me some kind of defense mechanism I think when I just stopped feeling at all. It was helpful and helped me a lot to sort out a lot of things. Now when it’s relatively a long time over and im supposed to get better I just cant. The bad thing is that i cannot express love or open myself to any bpdy because I just can’t feel what they feel… I imagine it as some kind of a barrier in me. Do you have any advice on how to get rid of it? It really bothers me because I’m a young person and I love life and my friends and I wanna fall in love sometimes etc. Thank you for listening :) (From Slovakia)","('love', 'I', 'friends')",love,1,Interpersonal Beliefs / Emotions,Should statements,Fortune-telling
1293,3737,"From a young woman in Australia: I care little about people other than immediate family and my partner. I’m very possessive of people and get angry (internally) if they show interest in/preference to others. This applies most to “friends”; (they would call me a friend but I don’t consider them that), my family, my partner, my students.","('care', 'I', 'woman')",care,0,Supportive Actions,No Distortion,
1294,3737,"From a young woman in Australia: I care little about people other than immediate family and my partner. I’m very possessive of people and get angry (internally) if they show interest in/preference to others. This applies most to “friends”; (they would call me a friend but I don’t consider them that), my family, my partner, my students.","('care', 'I', 'people')",care,0,Supportive Actions,No Distortion,
1295,3739,"From a teen in the Philippines:  I don’t take Social Isolation for 3 years as a serious problem. But everyone around me begs to differ. By ‘everyone” I meant my mother, as my father works overseas. But nonetheless, I found myself curiously fascinated by my lack of concern for my health, social and physical. It’s not because I don’t care for any of those, but rather the prospect of doing so seem bothersome. Maybe “not caring” and “not bothering” are the same sentences in different context. And maybe it is. I just find the word “not caring” a bit strong, as I do care to some degree, just don’t care “enough” which is one way you can put it.","('care', 'I', 'any')",care,0,Supportive Actions,Should statements,
1296,3739,"From a teen in the Philippines:  I don’t take Social Isolation for 3 years as a serious problem. But everyone around me begs to differ. By ‘everyone” I meant my mother, as my father works overseas. But nonetheless, I found myself curiously fascinated by my lack of concern for my health, social and physical. It’s not because I don’t care for any of those, but rather the prospect of doing so seem bothersome. Maybe “not caring” and “not bothering” are the same sentences in different context. And maybe it is. I just find the word “not caring” a bit strong, as I do care to some degree, just don’t care “enough” which is one way you can put it.","('care', 'I', 'degree')",care,0,Supportive Actions,Should statements,
1297,3740,"Me and my older brother have always been close and he’s always been my hero. As for me, myself, I started the journey of getting couyselinf since I was when apparently, I would masterbate in school (in class, in the bathroom, and once even on the monkey bars). I also got in trouble once for peeing in front of my dad. So im sure this plays a part I why my mood has been so negative recently. And no, I was never molested. My parents are loving but always absent. this also plays a part in what is going on in my life. Given I was very sexual at a young age, I told my brother while crying frantically that I wanted to be his wife. 2 times I was the cause of him vbreakinbg woth someone he loved (guilt), and I wad responsible for insisting to let me see what sex feels like. I lost my virginity to him I n a triumphany victory because I though after we made love that he would be all mine, what a sick thought in reflection, although the most intense sex ive ever had. We are highly sexual with each other still. I even cater to his extreme foot fetish and bdsm although afterwards every time I feel so dirty and putrid. what a paradox, pain mixed with pleasure, so confusing. its to the point now where other guys don’t turn me on anymore. I only want to have sex with him and to make it worse, I get jealous when he even mentions other girls. How do I stop doing this?","('love', 'he', 'guilt')",love,1,Interpersonal Beliefs / Emotions,Personalization,
1298,3742,"I Do Realize That I Have A Few Psychopathic Traits, However, I’m Not Sure If I Am A Psychopath Or Sociopath. Recently I’ve started to question and compare my actions and thoughts to others. I’ve started to be more aware of myself. I first noticed that whenever I would be angry at someone in close with ( a partner, parent or best friend)my usual feelings that I experience for them disappear completely and it’s as if they’ve changed from the people I care about to the people that I hate the most. So I did research starting from there. I’ve then realized that I lack empathy, guilt, remorse, compassion, you name it. However, I feel empathy for animals, not for humans. This is what’s making me confused. Once I’ve hurt someone, mostly emotionally, I wouldn’t feel guilty, even after my feelings for them have returned (after calming down). I’ve also realized that I’m very manipulative and dominant, I hate it whenever I feel like I’m not in control. I become more aggressive. And once something doesn’t go my way, I play as the victim or I try to make the person feel guilty or pity me so that they can give in. I don’t lie often, mostly because I don’t feel the need to since I don’t do bad things, I don’t mind following the rules as I think that they’re fair and don’t interfere with my life. I do lie sometimes, whenever I need to, I always get away with it. I also have superficial charm, it’s much easier to do online, I’ve noticed that people would fall for me in a matter of days to even a few hours. I don’t think that I am very narcissistic because I do have insecurities but sometimes I would feel like I am better than others, but that kind of feeling disappears quickly. I’ve been told that I can be cruel at times, I do admit that I am, especially towards people I dislike. I also feel satisfaction in seeing them hurt. I have a partner and I do get tremendously jealous, to the point that it’s emotionally violent for my partner. I would like to add that I also get bored very easily. (From Canada)","('care', 'I', 'people')",care,0,Supportive Actions,All-or-nothing thinking,Overgeneralization
